job_id,job_title,company,location,salary_min,salary_max,job_type,experience_level,company_size,required_skills,posted_date,company_description,salary_avg
279,BI Developer,ProductCo,Hyderabad,614242,1786753,Hybrid,Mid,10-50,"Excel, JavaScript, TensorFlow",2026-03-13,We are a technology company focused on data analytics and AI solutions.,1200497.5
280,Data Scientist,ProductCo,Bangalore,446323,1525947,Onsite,Entry,50-200,"PyTorch, Machine Learning, DAX, Python, Power BI, Google Cloud",2026-05-10,We are a technology company focused on data analytics and AI solutions.,986135.0
281,Research Analyst,Finance Inc,Mumbai,422413,1072900,Hybrid,Senior,50-200,"Kubernetes, Power BI, Tableau, TensorFlow, Docker",2026-04-15,We are a technology company focused on data analytics and AI solutions.,747656.5
282,Data Analyst Junior,ResearchLab,Bangalore,562670,1261227,Onsite,Senior,50-200,"DAX, Visualization, R, SQL",2026-05-21,We are a technology company focused on data analytics and AI solutions.,911948.5
283,Business Analyst,TechVision,Mumbai,630904,935327,Onsite,Senior,500+,"PyTorch, Google Cloud, Azure, TensorFlow, Airflow",2026-05-29,We are a technology company focused on data analytics and AI solutions.,783115.5
284,Research Analyst,InfoTech,Chennai,347837,1449991,Remote,Mid,50-200,"Power BI, Hadoop, Visualization, Python, TensorFlow, Spark",2026-03-20,We are a technology company focused on data analytics and AI solutions.,898914.0
285,Marketing Analyst,Digital Solutions,Mumbai,560550,1642981,Hybrid,Mid,200-500,"PyTorch, Machine Learning, Kubernetes, Tableau",2026-03-12,We are a technology company focused on data analytics and AI solutions.,1101765.5
286,Data Analyst Junior,CloudSystems,Delhi,573680,965575,Remote,Entry,10-50,"Spark, Visualization, Azure, R",2026-03-09,We are a technology company focused on data analytics and AI solutions.,769627.5
287,BI Developer,MegaCorp,Pune,328541,1843445,Onsite,Senior,200-500,"Airflow, DAX, JavaScript, Visualization, Python",2026-05-05,We are a technology company focused on data analytics and AI solutions.,1085993.0
288,ML Engineer,ProductCo,Kolkata,379083,1293948,Hybrid,Entry,500+,"Excel, R, Azure, PyTorch",2026-05-05,We are a technology company focused on data analytics and AI solutions.,836515.5
289,Marketing Analyst,Digital Solutions,Mumbai,744243,1029189,Hybrid,Mid,10-50,"Power BI, Tableau, Visualization, Spark, SQL, PyTorch",2026-04-27,We are a technology company focused on data analytics and AI solutions.,886716.0
290,Data Analyst,MegaCorp,Pune,334531,1198465,Onsite,Entry,10-50,"Azure, DAX, Excel, R, AWS, JavaScript",2026-04-07,We are a technology company focused on data analytics and AI solutions.,766498.0
291,Data Scientist,Digital Solutions,Gurgaon,570856,1051051,Hybrid,Entry,50-200,"R, SQL, Hadoop, Excel",2026-04-24,We are a technology company focused on data analytics and AI solutions.,810953.5
292,Data Analyst,DataFlow,Gurgaon,666245,1736705,Onsite,Mid,10-50,"PyTorch, Google Cloud, Visualization, Excel, Machine Learning, R",2026-04-08,We are a technology company focused on data analytics and AI solutions.,1201475.0
293,Marketing Analyst,MegaCorp,Hyderabad,627599,1449829,Hybrid,Entry,200-500,"Excel, SQL, Power BI",2026-04-29,We are a technology company focused on data analytics and AI solutions.,1038714.0
294,Data Engineer,CloudSystems,Bangalore,374744,1513936,Remote,Senior,500+,"Tableau, R, DAX, Docker",2026-04-01,We are a technology company focused on data analytics and AI solutions.,944340.0
295,Data Engineer,Digital Solutions,Bangalore,552859,1580641,Hybrid,Mid,50-200,"Excel, AWS, JavaScript",2026-05-19,We are a technology company focused on data analytics and AI solutions.,1066750.0
296,Senior Data Analyst,StartupXYZ,Hyderabad,429749,1071830,Onsite,Entry,50-200,"Hadoop, SQL, Machine Learning, Airflow, Python, PyTorch",2026-03-08,We are a technology company focused on data analytics and AI solutions.,750789.5
297,Research Analyst,CloudSystems,Mumbai,567253,1115507,Remote,Mid,50-200,"PyTorch, SQL, TensorFlow, Airflow, Visualization, Azure",2026-03-18,We are a technology company focused on data analytics and AI solutions.,841380.0
298,BI Developer,MegaCorp,Delhi,611412,1159687,Onsite,Entry,200-500,"R, Excel, Hadoop",2026-03-24,We are a technology company focused on data analytics and AI solutions.,885549.5
299,BI Developer,CloudSystems,Pune,531809,1254179,Onsite,Entry,10-50,"Hadoop, Docker, JavaScript, DAX, Tableau",2026-05-21,We are a technology company focused on data analytics and AI solutions.,892994.0
300,Business Analyst,Digital Solutions,Hyderabad,616759,1830596,Remote,Senior,50-200,"AWS, Machine Learning, Power BI, Kubernetes, Azure",2026-05-04,We are a technology company focused on data analytics and AI solutions.,1223677.5
301,Business Analyst,AI Solutions,Chennai,382503,842828,Onsite,Entry,200-500,"JavaScript, Azure, PyTorch",2026-03-30,We are a technology company focused on data analytics and AI solutions.,612665.5
302,Business Analyst,Digital Solutions,Mumbai,554346,1635036,Remote,Senior,200-500,"TensorFlow, Docker, Kubernetes, Machine Learning, AWS",2026-03-28,We are a technology company focused on data analytics and AI solutions.,1094691.0
303,ML Engineer,Digital Solutions,Delhi,722975,1072670,Remote,Entry,10-50,"Machine Learning, Hadoop, Docker, Power BI, AWS, Google Cloud",2026-03-31,We are a technology company focused on data analytics and AI solutions.,897822.5
304,Analytics Manager,DataFlow,Chennai,385708,1874168,Remote,Entry,200-500,"Kubernetes, R, PyTorch, TensorFlow, AWS",2026-04-10,We are a technology company focused on data analytics and AI solutions.,1129938.0
305,Product Analyst,TechVision,Mumbai,491184,1091126,Onsite,Senior,10-50,"Azure, SQL, PyTorch, Tableau, Docker",2026-03-12,We are a technology company focused on data analytics and AI solutions.,791155.0
306,Analytics Manager,StartupXYZ,Bangalore,402471,1586639,Hybrid,Mid,10-50,"Hadoop, Google Cloud, SQL, Power BI, AWS, Kubernetes",2026-03-18,We are a technology company focused on data analytics and AI solutions.,994555.0
307,Data Analyst,InfoTech,Pune,554225,1554296,Remote,Entry,500+,"TensorFlow, PyTorch, Hadoop",2026-04-25,We are a technology company focused on data analytics and AI solutions.,1054260.5
308,Analytics Manager,ProductCo,Bangalore,457661,924982,Hybrid,Mid,200-500,"AWS, Airflow, DAX, Machine Learning, Power BI, Google Cloud",2026-05-10,We are a technology company focused on data analytics and AI solutions.,691321.5
309,ML Engineer,SmartAnalytics,Hyderabad,461087,1917195,Hybrid,Entry,10-50,"JavaScript, Excel, Spark, Google Cloud, AWS, R",2026-05-10,We are a technology company focused on data analytics and AI solutions.,1189141.0
310,Senior Data Analyst,Tech Corp,Pune,460081,1108623,Remote,Senior,10-50,"Power BI, Spark, TensorFlow, Google Cloud, Tableau",2026-06-01,We are a technology company focused on data analytics and AI solutions.,784352.0
311,Data Analyst,TechVision,Bangalore,645453,1999751,Onsite,Mid,10-50,"Google Cloud, DAX, PyTorch, Azure",2026-03-27,We are a technology company focused on data analytics and AI solutions.,1322602.0
312,Analytics Manager,Tech Corp,Delhi,688590,970963,Onsite,Senior,50-200,"R, Tableau, TensorFlow",2026-05-09,We are a technology company focused on data analytics and AI solutions.,829776.5
313,ML Engineer,DataFlow,Bangalore,493118,1990402,Hybrid,Senior,10-50,"SQL, Airflow, R, TensorFlow, Kubernetes, Hadoop",2026-04-25,We are a technology company focused on data analytics and AI solutions.,1241760.0
314,Product Analyst,StartupXYZ,Pune,668805,1667869,Onsite,Mid,10-50,"Spark, TensorFlow, AWS, Hadoop, JavaScript, Tableau",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1168337.0
315,Analytics Manager,Analytics Pro,Hyderabad,457215,1947116,Hybrid,Senior,50-200,"Power BI, Azure, Hadoop",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1202165.5
316,ML Engineer,Digital Solutions,Kolkata,306154,1659414,Onsite,Mid,200-500,"Power BI, JavaScript, Google Cloud, Airflow",2026-03-28,We are a technology company focused on data analytics and AI solutions.,982784.0
317,Business Analyst,Analytics Pro,Delhi,452876,986994,Hybrid,Lead,200-500,"Spark, SQL, Azure",2026-05-28,We are a technology company focused on data analytics and AI solutions.,719935.0
318,BI Developer,Analytics Pro,Hyderabad,734904,1110375,Hybrid,Entry,200-500,"Hadoop, Spark, Kubernetes, Docker",2026-05-05,We are a technology company focused on data analytics and AI solutions.,922639.5
319,Business Analyst,DataFirst,Mumbai,364288,829301,Remote,Mid,10-50,"Excel, Spark, Docker, Hadoop, PyTorch",2026-05-16,We are a technology company focused on data analytics and AI solutions.,596794.5
320,BI Developer,Finance Inc,Kolkata,351195,1844327,Onsite,Mid,500+,"Excel, Docker, SQL, Airflow, Machine Learning",2026-04-30,We are a technology company focused on data analytics and AI solutions.,1097761.0
321,Data Scientist,Analytics Pro,Bangalore,582725,993783,Hybrid,Mid,200-500,"Machine Learning, Excel, AWS, Kubernetes",2026-05-02,We are a technology company focused on data analytics and AI solutions.,788254.0
322,Data Scientist,ProductCo,Hyderabad,745864,818752,Remote,Mid,200-500,"AWS, JavaScript, R",2026-05-02,We are a technology company focused on data analytics and AI solutions.,782308.0
323,Data Scientist,AI Solutions,Bangalore,592231,1815416,Remote,Senior,200-500,"Spark, TensorFlow, JavaScript, SQL, Machine Learning",2026-03-18,We are a technology company focused on data analytics and AI solutions.,1203823.5
324,Product Analyst,Finance Inc,Bangalore,481002,1537565,Hybrid,Entry,500+,"Python, R, Spark, Visualization",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1009283.5
325,Business Analyst,DataFlow,Delhi,464053,1468755,Hybrid,Entry,50-200,"AWS, Google Cloud, Docker",2026-05-25,We are a technology company focused on data analytics and AI solutions.,966404.0
326,BI Developer,SmartAnalytics,Delhi,369298,1017029,Onsite,Senior,10-50,"Python, DAX, TensorFlow, R, Hadoop",2026-04-08,We are a technology company focused on data analytics and AI solutions.,693163.5
327,ML Engineer,TechVision,Bangalore,608311,1707669,Onsite,Mid,200-500,"Excel, PyTorch, Tableau, Spark",2026-05-07,We are a technology company focused on data analytics and AI solutions.,1157990.0
328,Data Analyst,AI Solutions,Hyderabad,506376,1904849,Remote,Lead,200-500,"Spark, Power BI, Azure, Tableau",2026-03-18,We are a technology company focused on data analytics and AI solutions.,1205612.5
329,ML Engineer,CloudSystems,Mumbai,736624,1968544,Onsite,Senior,200-500,"PyTorch, AWS, Google Cloud, JavaScript",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1352584.0
330,Data Analyst,MegaCorp,Bangalore,339499,1177844,Remote,Lead,50-200,"Machine Learning, Kubernetes, SQL, TensorFlow, PyTorch",2026-05-19,We are a technology company focused on data analytics and AI solutions.,758671.5
331,Data Engineer,DataFirst,Hyderabad,687960,810699,Onsite,Senior,10-50,"Google Cloud, Machine Learning, PyTorch, Power BI, Hadoop",2026-05-14,We are a technology company focused on data analytics and AI solutions.,749329.5
332,ML Engineer,AI Solutions,Chennai,745485,1334003,Onsite,Entry,50-200,"Power BI, R, AWS",2026-05-29,We are a technology company focused on data analytics and AI solutions.,1039744.0
333,Analytics Manager,InfoTech,Delhi,469631,1867745,Hybrid,Entry,500+,"Spark, Google Cloud, TensorFlow",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1168688.0
334,Analytics Manager,Analytics Pro,Delhi,545198,1318652,Onsite,Senior,50-200,"PyTorch, Tableau, Spark, Python, Machine Learning",2026-05-20,We are a technology company focused on data analytics and AI solutions.,931925.0
335,Research Analyst,DataFlow,Pune,767535,918413,Remote,Mid,50-200,"Tableau, Visualization, Excel, Kubernetes, R, Python",2026-06-01,We are a technology company focused on data analytics and AI solutions.,842974.0
336,Business Analyst,ResearchLab,Mumbai,542997,1973057,Hybrid,Entry,50-200,"Visualization, Python, Tableau",2026-04-22,We are a technology company focused on data analytics and AI solutions.,1258027.0
337,Data Analyst,MegaCorp,Pune,788533,1015400,Onsite,Mid,50-200,"Docker, R, Azure, PyTorch, Spark, Machine Learning",2026-04-18,We are a technology company focused on data analytics and AI solutions.,901966.5
338,Data Analyst,Tech Corp,Bangalore,396347,1832532,Hybrid,Lead,500+,"PyTorch, Google Cloud, SQL, Machine Learning",2026-05-21,We are a technology company focused on data analytics and AI solutions.,1114439.5
339,Marketing Analyst,ProductCo,Hyderabad,610931,1359873,Hybrid,Mid,200-500,"SQL, PyTorch, Tableau, Excel, Visualization",2026-03-30,We are a technology company focused on data analytics and AI solutions.,985402.0
340,Senior Data Analyst,Tech Corp,Bangalore,597632,1192136,Hybrid,Mid,200-500,"AWS, SQL, JavaScript, Azure, R, Visualization",2026-05-06,We are a technology company focused on data analytics and AI solutions.,894884.0
341,Business Analyst,AI Solutions,Bangalore,636585,1189954,Onsite,Mid,50-200,"Machine Learning, JavaScript, Google Cloud, R, DAX",2026-05-31,We are a technology company focused on data analytics and AI solutions.,913269.5
342,Product Analyst,SmartAnalytics,Delhi,505735,838067,Remote,Entry,200-500,"Spark, DAX, Python, Hadoop, PyTorch",2026-05-09,We are a technology company focused on data analytics and AI solutions.,671901.0
343,Research Analyst,Tech Corp,Hyderabad,322431,818073,Remote,Mid,10-50,"Docker, SQL, Power BI",2026-05-23,We are a technology company focused on data analytics and AI solutions.,570252.0
344,Product Analyst,InfoTech,Hyderabad,623825,836035,Onsite,Mid,200-500,"TensorFlow, DAX, Power BI, Spark, Google Cloud, Docker",2026-06-02,We are a technology company focused on data analytics and AI solutions.,729930.0
345,Product Analyst,DataFlow,Bangalore,494555,1033782,Onsite,Entry,50-200,"Machine Learning, Kubernetes, Excel, Spark, SQL",2026-05-18,We are a technology company focused on data analytics and AI solutions.,764168.5
346,Product Analyst,CloudSystems,Bangalore,422720,1414661,Remote,Senior,50-200,"Tableau, Kubernetes, Google Cloud, Python",2026-04-30,We are a technology company focused on data analytics and AI solutions.,918690.5
347,Business Analyst,SmartAnalytics,Delhi,349153,1414805,Remote,Mid,200-500,"Google Cloud, Spark, R, DAX, Kubernetes",2026-05-25,We are a technology company focused on data analytics and AI solutions.,881979.0
348,Product Analyst,TechVision,Bangalore,568512,1526331,Remote,Senior,500+,"Spark, Tableau, PyTorch, DAX",2026-03-10,We are a technology company focused on data analytics and AI solutions.,1047421.5
349,Analytics Manager,ProductCo,Mumbai,720640,861929,Remote,Senior,10-50,"TensorFlow, Hadoop, Airflow, SQL, Azure",2026-04-22,We are a technology company focused on data analytics and AI solutions.,791284.5
350,Senior Data Analyst,InfoTech,Bangalore,674504,1557771,Hybrid,Entry,200-500,"Spark, Hadoop, Azure, Machine Learning, Excel, Airflow",2026-05-14,We are a technology company focused on data analytics and AI solutions.,1116137.5
351,Senior Data Analyst,InfoTech,Mumbai,476076,1685296,Onsite,Mid,50-200,"PyTorch, Machine Learning, Excel, Tableau",2026-05-20,We are a technology company focused on data analytics and AI solutions.,1080686.0
352,Data Scientist,Tech Corp,Pune,777085,1467689,Hybrid,Mid,50-200,"R, Python, AWS, TensorFlow, Google Cloud",2026-04-30,We are a technology company focused on data analytics and AI solutions.,1122387.0
353,Data Engineer,Analytics Pro,Bangalore,519724,1580965,Hybrid,Senior,10-50,"Python, Airflow, Hadoop, Machine Learning, JavaScript, Tableau",2026-03-11,We are a technology company focused on data analytics and AI solutions.,1050344.5
354,Data Analyst,Tech Corp,Delhi,674899,1087313,Hybrid,Entry,50-200,"R, PyTorch, Kubernetes, DAX",2026-03-11,We are a technology company focused on data analytics and AI solutions.,881106.0
355,Marketing Analyst,AI Solutions,Bangalore,356985,887468,Onsite,Mid,50-200,"PyTorch, TensorFlow, Kubernetes, Azure, Python, Spark",2026-03-11,We are a technology company focused on data analytics and AI solutions.,622226.5
356,Data Analyst,TechVision,Bangalore,612213,1883170,Hybrid,Mid,10-50,"Kubernetes, Google Cloud, TensorFlow, Power BI",2026-04-05,We are a technology company focused on data analytics and AI solutions.,1247691.5
357,Data Engineer,Finance Inc,Gurgaon,614470,991703,Onsite,Entry,50-200,"Airflow, R, Hadoop, JavaScript, Kubernetes, PyTorch",2026-04-21,We are a technology company focused on data analytics and AI solutions.,803086.5
358,Marketing Analyst,SmartAnalytics,Hyderabad,408737,1893609,Hybrid,Entry,500+,"Spark, Kubernetes, JavaScript, Tableau",2026-05-30,We are a technology company focused on data analytics and AI solutions.,1151173.0
359,Business Analyst,Tech Corp,Hyderabad,512133,1790669,Remote,Mid,10-50,"Power BI, Excel, Docker",2026-03-23,We are a technology company focused on data analytics and AI solutions.,1151401.0
360,ML Engineer,DataFlow,Delhi,454470,1922437,Hybrid,Senior,200-500,"Spark, Power BI, DAX, Kubernetes, Visualization, TensorFlow",2026-05-17,We are a technology company focused on data analytics and AI solutions.,1188453.5
361,Business Analyst,ResearchLab,Hyderabad,529465,1507650,Remote,Mid,50-200,"Kubernetes, PyTorch, DAX, AWS, JavaScript, Google Cloud",2026-05-14,We are a technology company focused on data analytics and AI solutions.,1018557.5
362,Data Analyst,ProductCo,Pune,350861,1093894,Hybrid,Mid,200-500,"Visualization, Airflow, JavaScript, Docker, Python",2026-03-24,We are a technology company focused on data analytics and AI solutions.,722377.5
363,Data Analyst,Digital Solutions,Bangalore,638041,1926798,Remote,Mid,50-200,"Google Cloud, Machine Learning, Python, DAX, Visualization, AWS",2026-03-22,We are a technology company focused on data analytics and AI solutions.,1282419.5
364,Marketing Analyst,Tech Corp,Chennai,512977,1436308,Remote,Senior,10-50,"R, Kubernetes, JavaScript, Python",2026-04-14,We are a technology company focused on data analytics and AI solutions.,974642.5
365,Marketing Analyst,DataFlow,Delhi,427118,1593153,Onsite,Entry,10-50,"Machine Learning, R, Hadoop, Visualization, DAX, SQL",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1010135.5
366,Data Engineer,SmartAnalytics,Mumbai,630721,1344897,Remote,Senior,10-50,"Excel, PyTorch, Hadoop, Python, Spark, Visualization",2026-05-11,We are a technology company focused on data analytics and AI solutions.,987809.0
367,Product Analyst,DataFlow,Gurgaon,496713,904211,Onsite,Entry,10-50,"Docker, Hadoop, Power BI, Google Cloud, DAX, Kubernetes",2026-05-11,We are a technology company focused on data analytics and AI solutions.,700462.0
368,Business Analyst,ProductCo,Bangalore,309078,1287689,Remote,Mid,200-500,"DAX, Google Cloud, Tableau, SQL, PyTorch",2026-04-27,We are a technology company focused on data analytics and AI solutions.,798383.5
369,Marketing Analyst,Finance Inc,Gurgaon,718219,1723160,Hybrid,Entry,500+,"Visualization, JavaScript, AWS",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1220689.5
370,BI Developer,DataFlow,Hyderabad,624912,1660952,Hybrid,Entry,200-500,"DAX, Docker, Hadoop",2026-04-08,We are a technology company focused on data analytics and AI solutions.,1142932.0
371,Data Engineer,ResearchLab,Bangalore,351047,1650741,Hybrid,Mid,200-500,"TensorFlow, Excel, SQL, Azure, Kubernetes, Docker",2026-04-06,We are a technology company focused on data analytics and AI solutions.,1000894.0
372,Analytics Manager,DataFlow,Bangalore,633770,1878560,Remote,Entry,10-50,"Hadoop, Tableau, R, Google Cloud",2026-05-01,We are a technology company focused on data analytics and AI solutions.,1256165.0
373,Data Analyst,DataFlow,Mumbai,619804,1854477,Remote,Senior,50-200,"Kubernetes, Google Cloud, Airflow, SQL, Tableau",2026-03-21,We are a technology company focused on data analytics and AI solutions.,1237140.5
374,Data Engineer,DataFlow,Hyderabad,535458,962624,Remote,Entry,50-200,"Excel, Python, Spark, R, Visualization, Azure",2026-03-14,We are a technology company focused on data analytics and AI solutions.,749041.0
375,Business Analyst,CloudSystems,Pune,743002,1493045,Remote,Mid,10-50,"Azure, Airflow, Kubernetes",2026-05-12,We are a technology company focused on data analytics and AI solutions.,1118023.5
376,Marketing Analyst,CloudSystems,Pune,695141,1791469,Hybrid,Mid,50-200,"SQL, DAX, Spark, Python, Kubernetes",2026-03-10,We are a technology company focused on data analytics and AI solutions.,1243305.0
377,Data Analyst,Finance Inc,Gurgaon,515048,945788,Onsite,Entry,50-200,"Kubernetes, TensorFlow, Machine Learning, Hadoop, Azure",2026-04-22,We are a technology company focused on data analytics and AI solutions.,730418.0
378,ML Engineer,Tech Corp,Hyderabad,536293,1438387,Onsite,Entry,50-200,"Power BI, Tableau, Machine Learning, Google Cloud",2026-03-14,We are a technology company focused on data analytics and AI solutions.,987340.0
379,Data Engineer,DataFlow,Mumbai,417832,1335426,Onsite,Mid,50-200,"Azure, Visualization, DAX, AWS, SQL, Power BI",2026-04-25,We are a technology company focused on data analytics and AI solutions.,876629.0
380,Research Analyst,DataFirst,Bangalore,692550,1490658,Onsite,Mid,200-500,"Excel, Docker, Machine Learning, Hadoop, SQL, Visualization",2026-04-18,We are a technology company focused on data analytics and AI solutions.,1091604.0
381,Data Analyst,TechVision,Bangalore,425150,1768616,Hybrid,Mid,200-500,"Spark, Google Cloud, R",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1096883.0
382,Business Analyst,DataFirst,Bangalore,457087,823429,Remote,Mid,50-200,"JavaScript, Python, Hadoop, Airflow, Visualization",2026-04-18,We are a technology company focused on data analytics and AI solutions.,640258.0
383,Data Scientist,Tech Corp,Bangalore,333320,1572577,Onsite,Mid,500+,"SQL, R, DAX",2026-05-15,We are a technology company focused on data analytics and AI solutions.,952948.5
384,BI Developer,Finance Inc,Delhi,627025,1687700,Hybrid,Entry,500+,"JavaScript, AWS, TensorFlow",2026-03-19,We are a technology company focused on data analytics and AI solutions.,1157362.5
385,Data Analyst Junior,Analytics Pro,Mumbai,390827,1865923,Hybrid,Mid,50-200,"SQL, AWS, PyTorch, Machine Learning, Spark",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1128375.0
386,Product Analyst,Analytics Pro,Bangalore,664359,1356110,Remote,Lead,50-200,"Python, Spark, Excel",2026-03-28,We are a technology company focused on data analytics and AI solutions.,1010234.5
387,Data Analyst Junior,StartupXYZ,Hyderabad,719505,1764163,Hybrid,Mid,50-200,"DAX, Airflow, TensorFlow",2026-05-11,We are a technology company focused on data analytics and AI solutions.,1241834.0
388,Business Analyst,DataFirst,Hyderabad,559931,1715387,Hybrid,Mid,500+,"SQL, Python, Azure, Google Cloud",2026-04-29,We are a technology company focused on data analytics and AI solutions.,1137659.0
389,Analytics Manager,Tech Corp,Hyderabad,696605,807967,Onsite,Mid,500+,"R, SQL, Docker",2026-04-20,We are a technology company focused on data analytics and AI solutions.,752286.0
390,Analytics Manager,Tech Corp,Gurgaon,718899,1025371,Hybrid,Senior,10-50,"Google Cloud, Spark, R, TensorFlow, Visualization, JavaScript",2026-06-02,We are a technology company focused on data analytics and AI solutions.,872135.0
391,Data Scientist,MegaCorp,Hyderabad,706845,1352467,Hybrid,Senior,50-200,"Power BI, Tableau, Docker, R, Hadoop, DAX",2026-05-07,We are a technology company focused on data analytics and AI solutions.,1029656.0
392,Product Analyst,AI Solutions,Hyderabad,623694,1051537,Onsite,Mid,50-200,"Machine Learning, Hadoop, R",2026-05-09,We are a technology company focused on data analytics and AI solutions.,837615.5
393,Research Analyst,Digital Solutions,Bangalore,324826,1641531,Remote,Lead,50-200,"AWS, Hadoop, Python, TensorFlow, PyTorch, DAX",2026-05-12,We are a technology company focused on data analytics and AI solutions.,983178.5
394,Data Scientist,SmartAnalytics,Pune,400734,1664645,Hybrid,Entry,10-50,"Machine Learning, DAX, Tableau, Google Cloud, AWS",2026-03-17,We are a technology company focused on data analytics and AI solutions.,1032689.5
395,Senior Data Analyst,MegaCorp,Gurgaon,457702,1735772,Remote,Entry,500+,"Azure, Hadoop, PyTorch",2026-04-29,We are a technology company focused on data analytics and AI solutions.,1096737.0
396,Data Analyst Junior,ResearchLab,Pune,529834,1271082,Onsite,Senior,200-500,"JavaScript, Airflow, Machine Learning",2026-05-29,We are a technology company focused on data analytics and AI solutions.,900458.0
397,Data Scientist,CloudSystems,Delhi,477235,860545,Onsite,Senior,200-500,"TensorFlow, Spark, Hadoop",2026-04-30,We are a technology company focused on data analytics and AI solutions.,668890.0
398,Data Analyst Junior,CloudSystems,Mumbai,398511,1023894,Remote,Entry,500+,"Machine Learning, TensorFlow, Tableau",2026-04-27,We are a technology company focused on data analytics and AI solutions.,711202.5
399,Data Analyst,AI Solutions,Hyderabad,759651,1527506,Onsite,Entry,200-500,"Power BI, Azure, JavaScript, Python",2026-04-30,We are a technology company focused on data analytics and AI solutions.,1143578.5
400,Analytics Manager,ProductCo,Gurgaon,573797,1789470,Remote,Entry,50-200,"Kubernetes, TensorFlow, Google Cloud, PyTorch, JavaScript, Docker",2026-03-22,We are a technology company focused on data analytics and AI solutions.,1181633.5
401,Data Analyst,ProductCo,Delhi,459033,1050497,Onsite,Entry,200-500,"Azure, SQL, Visualization, Spark, Power BI",2026-04-12,We are a technology company focused on data analytics and AI solutions.,754765.0
402,BI Developer,Finance Inc,Mumbai,381941,1773181,Onsite,Senior,10-50,"Google Cloud, Python, Machine Learning",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1077561.0
403,Senior Data Analyst,InfoTech,Delhi,505209,1819658,Onsite,Mid,200-500,"DAX, Visualization, AWS",2026-04-06,We are a technology company focused on data analytics and AI solutions.,1162433.5
404,Product Analyst,AI Solutions,Delhi,595806,1501692,Remote,Mid,10-50,"Spark, Hadoop, Azure, Excel, AWS, Google Cloud",2026-04-22,We are a technology company focused on data analytics and AI solutions.,1048749.0
405,Research Analyst,Digital Solutions,Mumbai,398818,1706295,Onsite,Mid,200-500,"Spark, Visualization, Google Cloud, JavaScript",2026-05-31,We are a technology company focused on data analytics and AI solutions.,1052556.5
406,Data Analyst Junior,Tech Corp,Kolkata,749662,1493206,Onsite,Entry,10-50,"Excel, Hadoop, Spark",2026-05-30,We are a technology company focused on data analytics and AI solutions.,1121434.0
407,Research Analyst,ProductCo,Chennai,452360,1893512,Remote,Entry,10-50,"TensorFlow, Airflow, Docker",2026-03-28,We are a technology company focused on data analytics and AI solutions.,1172936.0
408,Data Analyst Junior,Digital Solutions,Mumbai,553627,1485154,Onsite,Mid,10-50,"R, SQL, Airflow, Python, Spark, Power BI",2026-04-20,We are a technology company focused on data analytics and AI solutions.,1019390.5
409,Business Analyst,DataFlow,Delhi,395081,1025469,Remote,Lead,10-50,"Excel, Power BI, Airflow, PyTorch, Machine Learning",2026-03-16,We are a technology company focused on data analytics and AI solutions.,710275.0
410,Data Scientist,DataFirst,Hyderabad,336877,1876717,Onsite,Senior,200-500,"Google Cloud, Azure, Tableau, Excel, Hadoop, Airflow",2026-05-10,We are a technology company focused on data analytics and AI solutions.,1106797.0
411,BI Developer,DataFirst,Mumbai,673706,937478,Remote,Entry,200-500,"Excel, Python, Tableau, Hadoop, R, Azure",2026-03-18,We are a technology company focused on data analytics and AI solutions.,805592.0
412,Analytics Manager,InfoTech,Hyderabad,708529,1945935,Onsite,Senior,50-200,"Hadoop, Power BI, PyTorch",2026-05-24,We are a technology company focused on data analytics and AI solutions.,1327232.0
413,Marketing Analyst,TechVision,Mumbai,511957,1709711,Hybrid,Senior,10-50,"Docker, Tableau, Spark, Excel, Visualization",2026-05-06,We are a technology company focused on data analytics and AI solutions.,1110834.0
414,Data Analyst Junior,Tech Corp,Kolkata,372715,1421827,Remote,Senior,10-50,"Spark, Excel, Google Cloud, Kubernetes",2026-05-01,We are a technology company focused on data analytics and AI solutions.,897271.0
415,Research Analyst,SmartAnalytics,Mumbai,441398,1293158,Remote,Mid,10-50,"Power BI, SQL, Airflow",2026-03-10,We are a technology company focused on data analytics and AI solutions.,867278.0
416,BI Developer,SmartAnalytics,Bangalore,410091,823312,Remote,Mid,10-50,"Hadoop, Docker, JavaScript",2026-05-21,We are a technology company focused on data analytics and AI solutions.,616701.5
417,ML Engineer,ResearchLab,Bangalore,432632,1760612,Hybrid,Mid,500+,"Docker, Machine Learning, Google Cloud, SQL, Visualization",2026-05-11,We are a technology company focused on data analytics and AI solutions.,1096622.0
418,ML Engineer,SmartAnalytics,Hyderabad,641292,1227387,Remote,Entry,10-50,"DAX, Visualization, Excel, Azure, PyTorch",2026-04-06,We are a technology company focused on data analytics and AI solutions.,934339.5
